headline,date,month,year,content,link,hoax
Pernyataan Lengkap RI Kutuk Serangan Israel ke RS Indonesia di Gaza,21,November,2023,"Pemerintah Republik Indonesia mengutuk keras serangan Israel Rumah Sakit Indonesia Gaza , Palestina , menewaskan warga sipil . Indonesia memiliki hubungan Israel pengaruhnya menghentikan kekejaman . `` Indonesia mengutuk sekeras-kerasnya serangan Israel Rumah Sakit Indonesia Gaza menewaskan warga sipil , '' Menlu RI Retno Marsudi keterangannya , Selasa .Indonesia menilai serangan pelanggaran nyata hukum humaniter internasional . Indonesia negara memiliki hubungan Israel pengaruhnya Israel menghentikan serangannya . `` negara , memiliki hubungan Israel , pengaruh kemampuannya , mendesak Israel menghentikan kekejamannya , '' katanya.Sebanyak 200 pasien dievakuasi RS Indonesia Gaza . dievakuasi bantuan organisasi kemanusiaan , Komite Palang Merah Internasional.Juru bicara Kementerian Kesehatan Gaza , Ashraf al-Qudra , AFP , Selasa , menyebut 200 pasien dievakuasi Rumah Sakit Indonesia Jabaliya dibawa bus RS Nasser kota selatan Khan Yunis . tentara Israel mengepung RS Indonesia Gaza.Berikut pernyataan lengkap Menlu Retno terkait penyerangan Israel RS Indonesia Gaza : Indonesia mengutuk sekeras-kerasnya serangan Israel Rumah Sakit Indonesia Gaza menewaskan warga sipil . Serangan pelanggaran nyata hukum humaniter internasional.Semua negara , memiliki hubungan Israel , pengaruh kemampuannya , mendesak Israel menghentikan kekejamannya.Hingga , Kementerian Negeri hilang kontak 3 orang WNI relawan Rumah Sakit Indonesia . menghubungi UNRWA Gaza , situasi RS Indonesia memperoleh UNRWA kontak RS Indonesia ini.Saya berusaha menghubungi WHO Palang Merah Internasional . berusaha menghubungi , memperoleh informasi terkait RS Indonesia keselamatan 3 WNI tersebut.Koordinasi MerC Jakarta lakukan . mari doakan selamat perlindungan Allah SWT.Rekan-rekan hormati , Beijing , RRT , Menlu Arab Saudi , Yordania , Mesir , Palestina Sekjen OKI , menggalang dukungan negara-negara anggota DK PBB P5 gencatan senjata bantuan kemanusiaan hambatan.Kunjungan Menlu OKI tindak Paragraf 11 Resolusi KTT OKI-Liga Arab diselenggarakan Riyadh 11 November lalu.Bulan RRT memegang Presidensi DK PBB . Menlu OKI mengharapkan RRT mendukung upaya Menlu OKI tersebut.Menurut rencana pertemuan tingkat Menlu DK PBB membahas Isu Gaza . Besok Menlu OKI melanjutkan penggalangan dukungan Moskow.Demikian , perkembangan kesempatan pertama.Terima kasih.Simak Video ' 3 WNI Hilang Kontak Israel Serang RS Indonesia Gaza ' :",https://news.detik.com/berita/d-7047998/pernyataan-lengkap-ri-kutuk-serangan-israel-ke-rs-indonesia-di-gaza,0
Kesaksian Dokter di Gaza saat Militer Israel Serang Rumah Sakit,21,November,2023,"Konflik Hamas Palestina Israel menimbulkan kerusakan . Salah satunya sektor kesehatan , rumah sakit Gaza , Al-Shifa Al-Ahli Arab hancur akibat serangan pasukan Israel . , Israel baru-baru melancarkan serangan Rumah Sakit Indonesia Gaza menelan 12 korban jiwa.Salah dokter , Ghassan Abu Sittah , menilai serangan Israel rumah sakit Gaza kesengajaan . dokter Rumah Sakit Al-Shifa Al-Ahli Arab , penghancuran sektor pelayanan kesehatan Gaza strategi militer Israel membinasakan rakyat Palestina . `` peperangan kali berbeda peperangan lalui - Gaza , wilayah , Yemen , Irak , Siria - penghancuran sistem pelayanan kesehatan agenda utama strategi militer Israel , '' Abu Sittah , dikutip Al Jazeera , Selasa . Abu Sittah 800.000 orang memiliki akses pelayanan kesehatan layak , warga Palestina penanganan perban lantaran suplai menipis . `` memiliki 500 korban luka halaman Rumah Sakit Al-Ahli suplai obat-obatan menipis , '' tuturnya.Menurut Abu Sittah , serangan fasilitas kesehatan Israel upaya susulan menyasar korban selamat Palestina . tiadanya rumah sakit fasilitas kesehatan , korban berhasil selamat serangan Israel memiliki akses mengobati luka-luka . Alhasil , korban tinggal menunggu luka-luka merenggut nyawa . `` benar-benar strategi militer . Pasien-pasien meninggal . beruntung bertahan serangan , strategi Israel menghancurkan sistem pelayanan kesehatan selamat luka-luka dialami , '' sambungnya . `` perang genosida , '' .",https://health.detik.com/berita-detikhealth/d-7047905/kesaksian-dokter-di-gaza-saat-militer-israel-serang-rumah-sakit,0
200 Pasien Dievakuasi dari Rumah Sakit Indonesia di Gaza,21,November,2023,"200 pasien dievakuasi RS Indonesia Gaza . dievakuasi bantuan organisasi kemanusiaan , Komite Palang Merah Internasional.Juru bicara Kementerian Kesehatan Gaza , Ashraf al-Qudra AFP , Selasa , menyebut 200 pasien dievakuasi rumah sakit Indonesia Jabaliya dibawa bus rumah sakit Nasser kota selatan Khan Yunis . `` Tentara Israel mengepung rumah sakit Indonesia , '' . `` khawatir Al-Shifa , '' , merujuk rumah sakit Al-Shifa diserbu pasukan Israel Rabu .Sekitar 400 pasien RS Indonesia . RS Indonesia 2.000 pengungsi.Hamas melaporkan puluhan tank kendaraan lapis baja dikerahkan rumah sakit Indonesia melepaskan tembakan arah fasilitas .",https://news.detik.com/internasional/d-7047813/200-pasien-dievakuasi-dari-rumah-sakit-indonesia-di-gaza,0
"Rusak Fasilitas, Israel Desak RS Al Shifa Dikosongkan",21,November,2023,Pasokan air fasilitas RS Al Shifa dirusak militer Israel dikosongkan . penuturan salah dokter RS Al Shifa .,https://www.detik.com/jabar/berita/d-7046464/rusak-fasilitas-israel-desak-rs-al-shifa-dikosongkan,0
Hamas: 13.300 Orang di Gaza Tewas Sejak 7 Oktober,21,November,2023,"Hamas melaporkan korban tewas seiring gempuran Israel Gaza . Total 13.300 orang tewas peperangan 7 Oktober.Dilansir AFP , Selasa , Hamas melaporkan 5.600 anak-anak tewas . 3.550 perempuan tewas.Lalu 31.000 orang terluka . Kementerian Kesehatan Palestina menyebut korban . pertempuran sengit menghambat pencarian jenazah . , situasi pilu Gaza . Gempuran Israel fasilitas rumah sakit berfungsi.Ada 29 bayi prematur dievakuasi rumah sakit Al-Shifa , Gaza , rumah sakit Mesir . 2 bayi prematur Al-Shifa orang tua menolak evakuasi.Pemandangan menyedihkan rumah sakit Indonesia Gaza . Israel menyerang RS Indonesia petugas medis pasien dalamnya.Pemerintah Indonesia menilai serangan pelanggaran hukum internasional . Kemlu hilang kontak 3 WNI Gaza . Ketiga WNI relawan RS Indonesia . `` , Kementerian Negeri hilang kontak 3 orang WNI relawan Rumah Sakit Indonesia , '' Menlu Retno Marsudi .",https://news.detik.com/internasional/d-7047794/hamas-13-300-orang-di-gaza-tewas-sejak-7-oktober,0
Genosida di Gaza Tewaskan Lebih dari13 Ribu Orang!,20,November,2023,"Korban tewas akibat konflik Gaza , Palestina melebihi 13.000 orang . laporan Kantor media pemerintah , 9.000 anak-anak wanita .",https://www.detik.com/jabar/berita/d-7046440/genosida-di-gaza-tewaskan-lebih-dari13-ribu-orang,0
"Yordania Dirikan RS Lapangan di Gaza, Dikawal Putra Mahkota Al Hussein",20,November,2023,"Yordania mendirikan rumah sakit lapangan Gaza , Palestina . Pengiriman pendirian RS lapangan dikawal Putra Mahkota Yordania Al Hussein.Dilansir Al Jazeera , Senin , rumah sakit lapangan memasuki Jalur Gaza penyeberangan Rafah kalinya perang Israel Hamas , pejabat Palestina.Mohammed Zaqout , direktur jenderal rumah sakit Gaza , rumah sakit Yordania didirikan kota selatan Khan Younis . menggambarkan kondisi rumah sakit wilayah selatan bencana , ratusan orang terluka dirawat serangan udara artileri agresif menerus.Putra Mahkota Al Hussein El Arish , Mesir , mengawasi pendirian rumah sakit lapangan khusus Yordania Gaza selatan.Rumah sakit , didirikan Khan Younis , memiliki kapasitas 41 tidur , Mahkamah Kerajaan Hashemite .",https://news.detik.com/internasional/d-7047699/yordania-dirikan-rs-lapangan-di-gaza-dikawal-putra-mahkota-al-hussein,0
Situasi Pilu RS Al-Shifa Gaza saat Puluhan Bayi Prematur Dievakuasi,20,November,2023,"Rumah Sakit Al Shifa Jalur Gaza menyedihkan . Tentara Israel menyerang fasilitas kesehatan puluhan bayi prematur dipindahkan.Dilansir AFP Al Arabiya , Senin , serdadu Israel memasuki wilayah RS Al Shifa Rabu . , 2 ribu orang rumah sakit.Sabtu pagi , orang-orang terpaksa meninggalkan area rumah sakit . pasien bercampur pengungsi perang , 2.500 orang . 25 staf RS Al Shifa bertahan lokasi merawat pasien tersisa . Dilansir The Associated Press mengutip keterangan WHO , 291 pasien RS Al Shifa Minggu . situasi kondusif serangan Israel berisiko bahaya.Minggu kemarin , 32 bayi . Bayi-bayi kondisi kritis perawatan . `` Pasien 32 bayi kondisi kritis . orang perawatan intensif ventilasi , 22 pasien dialisis aksesnya pengobatan menyelamatkan nyawa terancam , '' WHO keterangannya , dilansir AL Jazeera.WHO menggambarkan RS Al Shifa zona kematian . , situasi perang , pasien meninggal dunia akibat penutupan layanan medis . RS melebihi kapasitas . Lantas nasib bayi-bayi ? Halaman , puluhan bayi dievakuasi : Simak Video : Rumah Sakit Indonesia Gaza Diserang-Dikepung Tank Israel Halaman 1 2 rs al shifa jalur gaza konflik israel palestina gaza bayi palestina israel palestina round-upMinggu , Juru Bicara Kementerian Kesehatan , Medhat Abbas , mengonfirmasikan evakuasi 31 bayi RS Al Shifa . , pasien kritis RS tersebut.Layanan penyelamatan Sabit Merah Palestina mengevakuasi 31 bayi koordinasi badan-badan PBB . , bayi prematur dipindahkan RS Al Shifa rumah sakit dikelola Uni Emirat Arab kota Rafah , Mesir . komentar langsung WHO bayi dievakuasi . Dilansir BBC , bayi-bayi dibawa RS Bersalin Al Helal Al Emairati Rafah , Gaza selatan . Nebal Farsakh , juru bicara Sabit Merah , BBC bayi meninggal Jumat malam Sabtu pagi.Direktur Jenderal Organisasi Kesehatan Dunia , Tedros Adhanom Ghebreyesus , menggambarkan upaya pekerja kesehatan Jalur Gaza sosok `` heroik '' .Bayi-bayi didampingi enam petugas kesehatan 10 anggota keluarga staf , Dr Tedros . Nebal Farsakh bayi-bayi `` dibungkus kertas timah menjaga suhu tubuh - kondisi kesehatan '' .Dia orang tua selamat diperintahkan meninggalkan Kota Gaza RS al-Shifa bayi-bayi dievakuasi , keberadaan diketahui.Dr Mohammad Zaqout , direktur rumah sakit Jalur Gaza , kantor berita AP bayi mengalami dehidrasi menderita maag air bersih.Kurangnya obat-obatan menyebabkan orang terkena sepsis , mengalami hipotermia ditempatkan inkubator . Kementerian Kesehatan dikelola Hamas Gaza 13.000 orang tewas Jalur Gaza perang Israel dimulai.Sebelumnya , Dr Marwan Abu Saada , kepala departemen bedah Rumah Sakit Al Shifa , Gaza , bayi prematur meninggal dunia . `` bayi meninggal listrik rumah sakit padam . kekurangan oksigen . ketiga meninggal gastroenteritis , '' Dokter Abu Saada wartawan BBC Arabic , Ethar Shalaby.Tim neonatal bermalam rumah sakit , lantai bayi-bayi tersebut.Dokter Marwan Abu Saada kepala unit bedah RS Al-Shifa Gaza . Dr Abu Saada rumah sakit memiliki kontak orang tua wali hidup bayi . kekacauan perang , kerabat temukan.Dua bayi ditemukan penembakan , dibawa rumah sakit . dilahirkan operasi sesar meninggal .",https://news.detik.com/internasional/d-7047593/situasi-pilu-rs-al-shifa-gaza-saat-puluhan-bayi-prematur-dievakuasi,0
5 Berita Terpopuler Internasional Hari Ini,20,November,2023,"menteri Israel komunitas internasional mendanai pembangunan Jalur Gaza hancur akibat perang . Menteri Israel mengusulkan warga Palestina Jalur Gaza ditampung negara dunia program 'permukiman sukarela'.Seperti dilansir AFP Al Arabiya , Senin , usulan kontroversial Menteri Intelijen Israel Gila Gamliel tulisannya dimuat media lokal The Jerusalem Post Minggu setempat.Setiap usulan melibatkan pemindahan paksa penggusuran warga Palestina tergolong kontroversial dunia Arab , perang berujung berdirinya negara Israel 75 silam memicu eksodus 760.000 warga Palestina -- 'Nakba ' . berita , berita-berita internasional menarik perhatian pembaca detikcom , , Senin : - Heboh Penampakan UFO , Penerbangan Bandara India DitundaSejumlah penerbangan Bandara Internasional Imphal Manipur , India , terpaksa dialihkan ditunda berjam-jam Minggu , operator Air Traffic Control mendeteksi objek terbang teridentifikasi UFO landasan bandara tersebut.Seperti dilansir media lokal News18 , Senin , objek dikenal dilaporkan terlibat melayang Bandara Internasional Bir Tekendrajit , Imphal , Minggu siang 14.30 setempat.Setidaknya penerbangan maskapai domestik IndiGo dialihkan , penerbangan terpaksa ditunda jam otoritas menutup 'wilayah udara terkendali'.- Israel Klaim Temukan Terowongan Tanah RS Al-ShifaMiliter Israel mengklaim pasukannya berhasil menemukan terowongan tanah kompleks Rumah Sakit Al-Shifa Jalur Gaza . Tel Aviv terowongan tanah membentang 55 meter rumah sakit terbesar Jalur Gaza tersebut.Seperti dilansir AFP Al Arabiya , Senin , militer Israel temuan terowongan tanah pernyataan Minggu . Pasukan Israel menyerbu RS Al-Shifa Rabu pekan memburu pusat komando Hamas diyakini kompleks rumah sakit.Militer Israel menyebut terowongan tanah terowongan teror . terowongan tanah membentang kompleks RS Al-Shifa blast door pintu melindungi bangunan ledakan . `` Pasukan IDF mengungkap terowongan teror 55 meter sedalam 10 meter kompleks Rumah Sakit Shifa , '' militer Israel pernyataannya.- Israel Kepung-Bombardir RS Indonesia Gaza , 8 Orang TewasRumah Sakit Indonesia Jalur Gaza dilaporkan dikepung pasukan dibombardir serangan Israel . delapan orang dilaporkan tewas akibat gempuran kompleks rumah sakit . Halaman 1 2 gaza perang hamas vs israel hamas vs israel israel hamas palestina berita terpopuler internasionalSeperti dilansir Al Jazeera , Senin , dokter rumah sakit dilaporkan mengalami luka-luka akibat serangan berulang . Tim medis Al Jazeera semalam , rumah sakit target serangan peringatan.Staf rumah sakit , laporan Al Jazeera , bantuan mendesak Perserikatan Bangsa-Bangsa Palang Merah situasi . Kantor berita Palestina , WAFA , dikutip The National News , melaporkan serangan Israel RS Indonesia memicu kerusakan bedah rumah sakit itu.- China : Dunia Bertindak Redakan Situasi GazaPemerintah Arab Saudi menyerukan komunitas internasional pertanggungjawaban Israel serangkaian 'pelanggaran kejahatan terang-terangan ' Jalur Gaza Tepi Barat , Yerusalem Timur.Seperti dilansir Al Arabiya , Senin , seruan Kementerian Negeri Saudi perang berkecamuk Israel Hamas Jalur Gaza lalu.Seruan mencuat Menteri Negeri Saudi Pangeran Faisal bin Farhan memimpin delegasi menteri-menteri Arab , tur mengunjungi kota negara anggota Dewan Keamanan Perserikatan Bangsa-Bangsa .- Menteri Israel Dunia Danai Pembangunan Gaza , Usulkan IniSeorang menteri Israel komunitas internasional mendanai pembangunan Jalur Gaza hancur akibat perang . Menteri Israel mengusulkan warga Palestina Jalur Gaza ditampung negara dunia program 'permukiman sukarela'.Seperti dilansir AFP Al Arabiya , Senin , usulan kontroversial Menteri Intelijen Israel Gila Gamliel tulisannya dimuat media lokal The Jerusalem Post Minggu setempat.Setiap usulan melibatkan pemindahan paksa penggusuran warga Palestina tergolong kontroversial dunia Arab , perang berujung berdirinya negara Israel 75 silam memicu eksodus 760.000 warga Palestina -- 'Nakba'.Kementerian Perumahan Gaza menyebut 40 persen rumah Jalur Gaza mengalami kerusakan kehancuran pertempuran henti militer Israel kelompok Hamas pekan .",https://news.detik.com/internasional/d-7047228/5-berita-terpopuler-internasional-hari-ini,0
Viral Diplomat Wanita Palestina Tuduh AS Pura-pura Dukung Palestina,20,November,2023,"Perwakilan diplomatik Palestina pidato menyindir pemerintah Amerika Serikat mendukung Israel perang melawan Hamas , mengklaim mendukung warga sipil Palestina . Washington dituding berpura-pura mendukung warga sipil Palestina.Pidato bernada keras Nada Abu Tarbush , diplomat wanita menjabat Sekretaris Misi Pengamat Negara Palestina Perserikatan Bangsa-Bangsa , berbicara forum PBB membahas situasi Jalur Gaza sepekan . `` Amerika Serikat berpura-pura mendukung warga sipil Palestina Gaza . Amerika Serikat berpura-pura , Amerika Serikat menyetujui paket bantuan militer tambahan US $ 14,5 miliar Israel , Israel menghunjam warga sipil Palestina , kebanyakan pengungsi anak-anak , '' Tarbush pidatonya . Potongan video pidato Tarbush diposting Duta Kepala Misi Palestina Inggris , Husam Zomlot , akun resmi media sosial X miliknya . Video pidato Tarbush viral media sosial , berita dimuat , tercatat ditonton 365.000 kali.Dalam pidatonya , Tarbush menyinggung rencana Washington mengirimkan bom presisi senilai US $ 320 juta Israel . Rencana pengiriman bom presisi dilaporkan media terkemuka AS , Wall Street Journal , laporannya . `` Amerika Serikat sejalan kewajibannya hukum kemanusiaan internasional hukum hak asasi , komitmennya berdasarkan Deklarasi Politik Penggunaan Senjata Peledak Kawasan Berpenduduk ? '' Tarbush pidatonya.Lebih , Tarbush menyinggung profit didapatkan AS perang berkecamuk Israel Hamas Jalur Gaza 7 Oktober , Hamas menyerang Israel . Tarbush nilai pasar produsen senjata AS meningkat tajam perang pecah . `` mengherankan harga saham produsen senjata meroket meningkat , Israel membombardir Gaza , '' . Halaman 1 2 palestina diplomat palestina perserikatan bangsa-bangsa amerika serikat israel '' contoh , nilai pasar produsen senjata terbesar AS meningkat US $ 23 miliar tanggal 7 Oktober , disangkal Amerika Serikat keuntungan perang sejarahnya , '' Tarbush pidatonya.Bahkan , Tarbush pidatonya , selang 15 sejarah AS negara adidaya berperang negara . `` Resapi , 15 sejarah Amerika Serikat , '' . , Tarbush dibiarkan profit pembunuhan warga sipil perang . `` , Israel , Amerika Serikat , produsen senjata diperbolehkan mengambil keuntungan pembunuhan cedera warga sipil Palestina , '' cetusnya . `` , , mendukung warga sipil Palestina berhenti mengirim senjata Israel Israel genosida , '' Tarbush pidatonya menyindir AS.Belum komentar AS pidato Tarbush .",https://news.detik.com/internasional/d-7047147/viral-diplomat-wanita-palestina-tuduh-as-pura-pura-dukung-palestina,0
"Israel Akan Beralih ke Tahap Baru Operasi di Gaza, Seperti Apa?",20,November,2023,"Perang Hamas Israel berkecamuk Jalur Gaza . Juru bicara militer Israel , Jonathan Conricus pasukan beralih tahap operasi pertempuran melawan Hamas Gaza utara . `` Tahap pertempuran menyelesaikan tersisa Hamas Gaza utara , mudah , mengesampingkannya . pertempuran Gaza utara . mudah-mudahan selesai cepat , mudah-mudahan , korban tambahan Israel , '' Conricus wawancara organisasi pendidikan nirlaba Israel , StandWithUs , dikutip Al-Arabiya , Senin . `` selesai , melanjutkan tahap pertempuran tujuan menghancurkan infrastruktur Hamas . membatasi wilayah geografis , berperang utara Gaza , '' . Juru bicara militer Israel : `` Tujuan perang : mengembalikan keamanan Israel menghancurkan infrastruktur militer Hamas , membunuh senior , menyerah mati terowongan . sederhana . `` `` terburu-buru , , , lakukan , tujuan operasi . IDF fokus menyelesaikan . Kepala Staf Letnan Jenderal Halevi menyetujui rencana tahap operasi . IDF , bersemangat melaksanakan misi , '' imbuh Conricus.Simak Video : Hiburan Anak-anak Gaza Taman Bermain Khan Younis Halaman 1 2 gaza perang hamas vs israel hamas vs israel hamas israelSecara terpisah , Menteri Pertahanan Israel Yoav Gallant tentara Israel menyerang kelompok Hamas Jalur Gaza beroperasi `` '' selatan Gaza . `` tahap invasi darat , beroperasi timur Jalur Gaza , '' Gallant dikutip Times of Israel . , otoritas Palestina Gaza mengumumkan korban tewas akibat serangan Israel melebihi 12.200 orang , 5.000 anak-anak , 3.250 wanita , 690 orang usia . korban luka mencapai 29.500 orang , 4.000 orang hilang , 2.000 anak , Kementerian Kesehatan Palestina .",https://news.detik.com/internasional/d-7047106/israel-akan-beralih-ke-tahap-baru-operasi-di-gaza-seperti-apa,0
"Operasi di Gaza Berlanjut, Israel Tewaskan 3 Komandan Kompi Hamas",20,November,2023,"Militer Israel mengklaim pasukannya berhasil menewaskan komandan kompi Hamas operasi darat wilayah Jalur Gaza . Israel operasi darat bertujuan menumpas Hamas berlanjut.Seperti dilansir Al Arabiya , Senin , operasi darat militer Israel dibantu serangan udara diluncurkan pesawat-pesawat tempur negara Yahudi . `` Pasukan beroperasi Jalur Gaza , mengarahkan pesawat menyerang teroris , infrastruktur teroris , mencari lokasi senjata peralatan militer , '' militer Israel pernyataannya . Jet tempur IDF , diarahkan intelijen IDF ISA , menewaskan komandan kompi Hamas , '' klaim pernyataan militer Israel . `` Pasukan mengidentifikasi sel teroris memasuki gedung dekatnya . Akibat serangan dilancarkan pesawat IDF , teroris tewas depot senjata bersembunyi dihantam serangan , '' klaim pernyataan itu.Kelompok Hamas tanggapannya klaim militer Israel tersebut.Israel bersumpah menghancurkan Hamas , menguasai Jalur Gaza , kelompok militan Palestina melancarkan serangan mematikan 7 Oktober . Rentetan pengeboman operasi darat dikerahkan Israel daerah kantong Palestina membalas serangan Hamas.Simak berita selengkapnya halaman . Halaman 1 2 israel militer israel operasi darat israel jalur gaza gaza hamas hamas vs israelSekitar 1.200 orang , warga sipil , dilaporkan tewas akibat serangan Hamas wilayah Israel selatan . 240 orang , pejabat Tel Aviv , disandera Hamas ditahan Jalur Gaza.Sementara , laporan otoritas kesehatan Gaza menyebut 13.000 orang , warga sipil , tewas akibat rentetan serangan Israel sebulan . korban tewas mencakup 5.000 anak-anak . 32.500 orang , otoritas kesehatan Gaza , mengalami luka-luka akibat serangan-serangan Israel .",https://news.detik.com/internasional/d-7046922/operasi-di-gaza-berlanjut-israel-tewaskan-3-komandan-kompi-hamas,0
"Bertambah, 12 Orang Tewas Akibat Serangan Israel ke RS Indonesia di Gaza",20,November,2023,"orang dilaporkan tewas akibat serangan militer Israel Rumah Sakit Indonesia Jalur Gaza . , total korban tewas akibat serangan RS Indonesia bertambah 12 orang.Terdapat pasien korban tewas akibat gempuran Israel rumah sakit , Senin pagi . dilansir AFP Al Jazeera , Senin .Juru bicara Kementerian Kesehatan Gaza , Ashraf al-Qudra , pernyataannya menyebut 12 orang , pasien mengalami luka-luka pendamping , tewas akibat serangan Israel RS Indonesia terletak wilayah Jalur Gaza utara . `` Puluhan orang mengalami luka-luka akibat pendudukan Israel menargetkan Rumah Sakit Indonesia , '' Al-Qudra pernyataannya.Laporan Al Jazeera dokter tewas akibat serangan Israel rumah sakit itu.Salah koresponden Al Jazeera Jalur Gaza , Safwat al-Kahout , melaporkan sumber RS Indonesia , ruang operasi utama rumah sakit mengalami kerusakan operasi.Laporan kantor berita Palestina , WAFA , dikutip The National News , menyebut rumah sakit diserang peluru artileri rudal , tentara menembaki 'siapa bergerak pintu rumah sakit'.Pengeboman , WAFA , bedah khusus wanita melukai dokter operasi.Simak berita selengkapnya halaman selanjutnya.Lihat Video : 13 Ribu Warga Palestina Tewas Agresi Brutal Israel Halaman 1 2 rumah sakit indonesia rumah sakit indonesia gaza jalur gaza gaza israel hamas vs israel perang hamas vs israelTim medis Al Jazeera rumah sakit target serangan peringatan . Staf rumah sakit , laporan Al Jazeera , bantuan mendesak Perserikatan Bangsa-Bangsa Palang Merah situasi tersebut.Al-Qudra pernyataannya , dikutip Al Jazeera , mengkhawatirkan pasukan Israel mengulangi Rumah Sakit Al-Shifa , RS Indonesia . Al-Qudra situasi rumah sakit buruk pasukan Israel mengintensifkan serangan . Dilaporkan tank-tank militer Israel mengepung rumah sakit tersebut.Aliran listrik RS Indonesia padam generatornya terkena serangan , memaksa tenaga medis mengoperasi pasien sorotan lampu ponsel , pengeboman Israel berlanjut.RS Indonesia terletak Jalur Gaza utara satu-satunya rumah sakit berusaha layanan medis area Gaza City Gaza utara , fasilitas medis kecil.Disebutkan Al-Qudra 700 orang , staf medis korban luka , rumah sakit serangan Israel . staf RS Indonesia bersikeras tinggal rumah sakit merawat pasien luka-luka.Tidak merawat korban perang , RS Indonesia berlindung ribuan warga Gaza menghindari serangan Israel . Direktur rumah sakit , Dr Marwan Al Sultan , menyebut 5.000 warga sipil berlindung rumah sakit itu.Belum tanggapan militer Israel laporan serangan RS Indonesia .",https://news.detik.com/internasional/d-7046795/bertambah-12-orang-tewas-akibat-serangan-israel-ke-rs-indonesia-di-gaza,0
Pimpinan Hamas Desak Komite Arab-Islam Bertindak Cepat untuk Gaza,20,November,2023,"Kepala biro politik pejuang Hamas , Ismail Haniyeh , mendesak Komite Arab-Islam bertindak menghentikan serangan Israel Jalur Gaza . menggelar pertemuan pemimpin tersebut.Dilaporkan Mehr News Agency , seruan Haniyeh sambungan telepon pemimpin pejabat tingkat regional internasional Sabtu , 18 November 2023 lalu.Selain , percakapan telepon , Haniyeh menagih implementasi isu-isu resolusi KTT Gabungan Islam-Arab digelar Riyadh , Arab Saudi . Haniyeh menyoroti resolusi KTT penghentian perang Israel Jalur Gaza menghentikan pengepungan daerah kantong . `` bertindak cepat mewajibkan Israel mematuhi resolusi internasional menyerukan penyetopan agresi rakyat Palestina melindungi rumah sakit , '' pernyataannya , dikutip Anadolu Agency.Sebagai informasi , Komite Arab-Islam dibentuk KTT Gabungan Arab-Islam diadakan Arab Saudi 11 November 2023 . bertujuan menindaklanjuti implementasi hasil KTT dibahas rangka serangan Israel Jalur Gaza.Agresi Israel Jalur Gaza Tepi Barat 7 Oktober 2023 menewaskan 12.415 orang melukai 32.500 , dilaporkan Kementerian Kesehatan Palestina Minggu .Rinciannya , orang tewas Jalur Gaza mencapai 12.200 orang 5.000 anak-anak , 3.250 wanita , 690 lansia . korban luka mencapai 29.500 orang.Kementerian Kesehatan Gaza mengaku , menghadapi tantangan mengakses pembaruan data tujuh . imbas serangan Israel terputusnya layanan komunikasi Gaza.Bahkan , serangan udara Israel dilaporkan menewaskan 50 warga Palestina Sekolah Al-Fakhoura Sabtu pagi . Sekolah dijalankan badan PBB pengungsi Palestina , kamp pengungsi Jabalia , Gaza utara.Ribuan bangunan , rumah sakit , masjid gereja , rusak hancur akibat serangan Israel tiada henti wilayah kantong terkepung . Blokade Israel memutus pasokan bahan bakar , listrik , air Gaza , mengurangi pasokan bantuan sedikit.Sampai , Israel menolak seruan gencatan senjata sandera ditahan Hamas dibebaskan .",https://www.detik.com/hikmah/khazanah/d-7046732/pimpinan-hamas-desak-komite-arab-islam-bertindak-cepat-untuk-gaza,0
China: Dunia Harus Bertindak Segera untuk Redakan Situasi di Gaza,20,November,2023,"Menteri Negeri China Wang Yi dunia `` bertindak '' meredakan perang Israel-Hamas . disampaikannya menerima kedatangan diplomat negara-negara Arab mayoritas Muslim Beijing.Delegasi menteri negeri Otoritas Palestina , Indonesia , Mesir , Arab Saudi Yordania Beijing minggu pembicaraan bertujuan `` de-eskalasi '' konflik Palestina-Israel . `` Mari meredakan situasi Gaza memulihkan perdamaian Timur , '' Wang menteri Wisma Negara Diaoyutai Beijing , kota China . `` Bencana kemanusiaan Gaza , '' Wang delegasi , Sekretaris Jenderal Organisasi Kerjasama Islam . `` Situasi Gaza mempengaruhi negara dunia , perasaan manusia salah dasar kemanusiaan , '' , dikutip kantor berita AFP , Senin . `` Komunitas internasional bertindak , mengambil langkah-langkah efektif mencegah tragedi meluas , '' imbuh Menlu China tersebut.Wang diplomat Senin Beijing `` teman saudara negara-negara Arab Muslim '' . `` membela hak kepentingan sah negara-negara Arab Muslim , mendukung upaya rakyat Palestina memulihkan hak kepentingan nasional sah , '' . Halaman 1 2 china palestina gaza perang hamas vs israel hamas vs israel '' China menjunjung keadilan konflik , '' Wang.Israel berjanji menghancurkan Hamas serangan 7 Oktober menewaskan 1.200 orang , warga sipil , menyebabkan 240 sandera , serangan terburuk negara . Menyusul pecahnya perang Hamas Israel , pejabat China , Menteri Negeri Wang , menyerukan gencatan senjata `` meredakan '' situasi.China historis bersimpati Palestina mendukung solusi negara konflik Israel-Palestina . , China berupaya memainkan peran Timur , memfasilitasi pemulihan hubungan bersejarah Arab Saudi Iran , mengirim utusan wilayah mendorong gencatan senjata konflik Israel-Hamas .",https://news.detik.com/internasional/d-7046750/china-dunia-harus-bertindak-segera-untuk-redakan-situasi-di-gaza,0
